original_fullcell,frequency,tokens_parsed,chosen_main_token,canonical_plural
"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .54 in; smooth bore; muzzle load; sa']",3,"pistols; pistol, flintlock; pistol; firearms; army; flintlock; .54 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .69 in; smooth bore; muzzle load; sa']",3,"pistols; pistol, flintlock; pistol; firearms; flintlock; .69 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .68 in; smooth bore; muzzle load; sa']",2,"pistols; pistol, flintlock; pistol; firearms; navy; flintlock; .68 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock']",2,"pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .54 in; smooth bore; muzzle load; sa']",2,"pistols; pistol, flintlock; pistol; firearms; flintlock; .54 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistol; firearms; percussion lock; .54', 'pistols', 'pistol, percussion']",2,"pistol; firearms; percussion lock; .54; pistols; pistol, percussion",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; caliber .64; center fire']",1,"pistols; pistol, flintlock; pistol; firearms; caliber .64; center fire",pistols,pistols
"['pistol; firearms; caliber .69; center fire', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; caliber .69; center fire; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, percussion, mutibarrel', 'pistol; firearms; flintlock; .44 in; rifled']",1,"pistols; pistol, percussion, mutibarrel; pistol; firearms; flintlock; .44 in; rifled",pistols,pistols
"['pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, flintlock, breech loading', 'pistol; firearms; flintlock; .48 in; smooth bore; breechloader; 03']",1,"pistols; pistol, flintlock, breech loading; pistol; firearms; flintlock; .48 in; smooth bore; breechloader; 03",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .67 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .67 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; militia; flintlock; .67 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; militia; flintlock; .67 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol; firearms; army; flintlock; .54 in; smooth bore; muzzle load; sa']",1,pistols; pistol; firearms; army; flintlock; .54 in; smooth bore; muzzle load; sa,pistols,pistols
"['pistol; firearms; army; flintlock; .67 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; army; flintlock; .67 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .70 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .70 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa']",1,pistols; pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa,pistols,pistols
"['pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; flintlock; .50 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistol; firearms; militia; flintlock; .64 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; militia; flintlock; .64 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .38 in; rifled; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .38 in; rifled; muzzle load; sa",pistols,pistols
"['pistols', 'pistol; firearms; percussion fire; .50 in; smooth bore; breechloader; 03', 'pistol, percussion, breech loading']",1,"pistols; pistol; firearms; percussion fire; .50 in; smooth bore; breechloader; 03; pistol, percussion, breech loading",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; army; flintlock; .72 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .56 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; navy; flintlock; .56 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .64 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .64 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistol; firearms; army; flintlock; .60 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; army; flintlock; .60 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .67 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; navy; flintlock; .67 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; navy; flintlock; .54 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; navy; flintlock; .54 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .69 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; army; flintlock; .69 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; army; flintlock; .58 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; army; flintlock; .52 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; army; flintlock; .52 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .65 in; smooth bore; muzzle load; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .65 in; smooth bore; muzzle load; sa",pistols,pistols
"['pistol; firearms; navy; center fire; .65 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; navy; center fire; .65 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistol; firearms; flintlock; .58 in; smooth bore; muzzle load; sa', 'pistols', 'pistol, flintlock']",1,"pistol; firearms; flintlock; .58 in; smooth bore; muzzle load; sa; pistols; pistol, flintlock",pistols,pistols
"['pistols', 'pistol, miquelet lock']",1,"pistols; pistol, miquelet lock",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; flintlock; .60 in; smooth bore; muzzle load; 00; sa']",1,"pistols; pistol, flintlock; pistol; flintlock; .60 in; smooth bore; muzzle load; 00; sa",pistols,pistols
"['pistols', 'pistol; firearms; flintlock; .57 in; smooth bore; ml; sa']",1,pistols; pistol; firearms; flintlock; .57 in; smooth bore; ml; sa,pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; flintlock; .71 in; smooth bore; muzzle load; 00; sa']",1,"pistols; pistol, flintlock; pistol; flintlock; .71 in; smooth bore; muzzle load; 00; sa",pistols,pistols
"['pistols', 'pistol, flintlock', 'pistol; firearms; flintlock; .62 in; smooth bore; muzzle load; 00; sa']",1,"pistols; pistol, flintlock; pistol; firearms; flintlock; .62 in; smooth bore; muzzle load; 00; sa",pistols,pistols
"['pistol; flintlock; .63 in; smooth bore; muzzle load; 00; sa', 'pistols', 'pistol, flintlock']",1,"pistol; flintlock; .63 in; smooth bore; muzzle load; 00; sa; pistols; pistol, flintlock",pistols,pistols
"['pistol; flintlock; .41 in; smooth bore; 1a; ta', 'pistols']",1,pistol; flintlock; .41 in; smooth bore; 1a; ta; pistols,pistols,pistols
['pitch pipe'],3,pitch pipe,pitch pipe,pipes
"['pitcher, cream', 'milk jug']",1,"pitcher, cream; milk jug","pitcher, cream","pitcher, creams"
['pitchers (vessels)'],25,pitchers,pitchers,pitchers
"['pitchers (vessels)', 'creamware']",1,pitchers; creamware,pitchers,pitchers
"['plane; stonecutter stone dresser; stoneworking; planing tools; hand tools', 'planes (tools)']",1,plane; stonecutter stone dresser; stoneworking; planing tools; hand tools; planes,planes,planes
"['plaque, bas relief']",1,"plaque, bas relief","plaque, bas relief","plaque, bas relieves"
"['plaques (flat objects)', 'plaq']",1,plaques; plaq,plaques,plaques
['plate impression for paper currency'],1,plate impression for paper currency,plate impression for paper currency,plate impression for paper currencies
"['plate, door']",1,"plate, door","plate, door","plate, doors"
"['plate, fire engine']",1,"plate, fire engine","plate, fire engine","plate, fire engines"
"['plate, soup']",2,"plate, soup","plate, soup","plate, soups"
['plate'],33,plate,plate,plates
"['dishes (vessels)', 'plate']",13,dishes; plate,plate,plates
"['plate', 'plate']",7,plate; plate,plate,plates
"['plate', 'pans (containers)']",2,plate; pans,plate,plates
"['plate, souvenir', 'plate']",1,"plate, souvenir; plate",plate,plates
"['chargers (platters)', 'plate']",1,chargers; plate,plate,plates
"['plate; photomechanical intaglio', 'photogravures (prints)', 'printing plates', 'plate', 'plate']",1,plate; photomechanical intaglio; photogravures; printing plates; plate; plate,plate,plates
['platters'],3,platters,platters,platters
"['plow, carey']",1,"plow, carey","plow, carey","plow, careys"
['pochette'],1,pochette,pochette,pochettes
['pocket compass'],1,pocket compass,pocket compass,pocket compass
['poker'],1,poker,poker,pokers
['porringer'],13,porringer,porringer,porringers
"['portable desks', 'writing box']",1,portable desks; writing box,portable desks,portable desks
"['portrait; medicine', 'portraits', 'portrait, surgeon']",1,"portrait; medicine; portraits; portrait, surgeon",portraits,portraits
"['portraits', 'watercolors (paintings)']",1,portraits; watercolors,portraits,portraits
['portraits'],1,portraits,portraits,portraits
['postage stamps'],2,postage stamps,postage stamps,postage stamps
['postcards'],1,postcards,postcards,postcards
['posters'],60,posters,posters,posters
"['posters', 'poster; art graphics; marines']",1,posters; poster; art graphics; marines,posters,posters
"['pot, chocolate']",1,"pot, chocolate","pot, chocolate","pot, chocolates"
"['chocolate pot and cover', 'pot, chocolate']",1,"chocolate pot and cover; pot, chocolate","pot, chocolate","pot, chocolates"
"['pot, hot water', 'hot water pot']",1,"pot, hot water; hot water pot","pot, hot water","pot, hot waters"
"['pot, milk', 'jug, cream']",1,"pot, milk; jug, cream","pot, milk","pot, milks"
"['pot, mustard']",2,"pot, mustard","pot, mustard","pot, mustards"
"['pot, stew']",1,"pot, stew","pot, stew","pot, stews"
['pothook'],1,pothook,pothook,pothooks
['pots (containers)'],8,pots,pots,pots
"['pots (containers)', 'skillets']",1,pots; skillets,pots,pots
"['potsherds', 'sherds, pan, milk']",1,"potsherds; sherds, pan, milk",potsherds,potsherds
['powder belt'],1,powder belt,powder belt,powder belts
['powder horns'],1,powder horns,powder horns,powder horns
['precision screw cutting lathe'],1,precision screw cutting lathe,precision screw cutting lathe,precision screw cutting lathes
['prescription label'],2,prescription label,prescription label,prescription labels
"['print, fashion plate']",5,"print, fashion plate","print, fashion plate","print, fashion plates"
"['print, physician']",1,"print, physician","print, physician","print, physicians"
"['printing plates', 'prints, set of', 'prints, set of; engraving']",1,"printing plates; prints, set of; prints, set of; engraving",printing plates,printing plates
"['printing presses', 'press, printing; printing; relief; flatbed platen']",1,"printing presses; press, printing; printing; relief; flatbed platen",printing presses,printing presses
['printing presses'],1,printing presses,printing presses,printing presses
['prints'],1422,prints,prints,prints
"['engravings (prints)', 'prints']",82,engravings; prints,prints,prints
"['exterior views', 'prints']",48,exterior views; prints,prints,prints
"['maps', 'prints']",47,maps; prints,prints,prints
"['engravings (prints)', 'print; intaglio; engraving', 'prints']",30,engravings; print; intaglio; engraving; prints,prints,prints
"['mezzotints (prints)', 'prints']",24,mezzotints; prints,prints,prints
"['aquatints', 'prints']",19,aquatints; prints,prints,prints
"['print; water color', 'prints']",17,print; water color; prints,prints,prints
"['etchings (prints)', 'prints']",15,etchings; prints,prints,prints
"['print; intaglio; etching', 'prints']",13,print; intaglio; etching; prints,prints,prints
"['print; intaglio; mezzotint', 'mezzotints (prints)', 'prints']",13,print; intaglio; mezzotint; mezzotints; prints,prints,prints
"['print; intaglio; engraving', 'prints']",11,print; intaglio; engraving; prints,prints,prints
"['maps', 'engravings (prints)', 'prints']",8,maps; engravings; prints,prints,prints
"['prints', 'print; intaglio']",8,prints; print; intaglio,prints,prints
"['etching on chine colle', 'prints']",6,etching on chine colle; prints,prints,prints
"['prints', 'print; art objects']",6,prints; print; art objects,prints,prints
"['etching and engraving', 'prints']",5,etching and engraving; prints,prints,prints
"['print; intaglio; stipple', 'engravings (prints)', 'prints']",5,print; intaglio; stipple; engravings; prints,prints,prints
"['etchings (prints)', 'aquatints', 'prints']",4,etchings; aquatints; prints,prints,prints
"['reliefs (sculpture)', 'pamphlets', 'prints', 'print; letterpress']",4,reliefs; pamphlets; prints; print; letterpress,prints,prints
"['engravings (prints)', 'prints', 'intaglio printing']",4,engravings; prints; intaglio printing,prints,prints
