canonical_type,suggested_canonical,changed_flag,object_types_list,objectType,physicalDescription
"ornament, flagstafves","ornament, flagstafves",False,"['ornament, flagstaff', 'Finial, Staff; 41Cc, Sullivan, Michael D']","{""Object Name"": ""ornament, flagstaff"", ""Other Terms"": ""Finial, Staff; 41Cc, Sullivan, Michael D""}","{""Physical Description"": ""brass (overall material)"", ""Measurements"": ""overall: 2 1/2 in x 7 1/2 in x 14 3/8 in; 6.35 cm x 19.05 cm x 36.5125 cm""}"
orreries,orreries,False,['Orreries'],"{""Object Name"": ""orrery""}","{""Physical Description"": ""cardboard (overall material)\nwood (overall material)\nmetal (overall material)"", ""Measurements"": ""overall: 20 in; 50.8 cm\noverall: 19 3/4 in x 12 7/8 in; 50.165 cm x 32.7025 cm""}"
orrery tellurians,orrery tellurians,False,['Orrery / Tellurian'],"{""Object Name"": ""Orrery / Tellurian""}","{""Measurements"": ""overall: 11.2 cm x 22.3 cm x 22.3 cm; 4 13/32 in x 8 25/32 in x 8 25/32 in\noverall in box: 4 3/8 in x 8 3/4 in x 8 3/4 in; 11.1125 cm x 22.225 cm x 22.225 cm\noverall; part (mechanism with two planets): 3 in x 6 3/4 in x 2 5/8 in; 7.62 cm x 17.145 cm x 6.6675 cm""}"
"oven, dutches","oven, dutches",False,"['oven, Dutch']","{""Object Name"": ""oven, Dutch""}","{""Physical Description"": ""iron, wrought (overall material)"", ""Measurements"": ""overall: 9 1/2 in x 14 3/8 in x 12 3/4 in; 24.13 cm x 36.5125 cm x 32.385 cm""}"
oyster jars,oyster jars,False,['oyster jar'],"{""Object Name"": ""oyster jar""}","{""Physical Description"": ""stoneware (overall stoneware)"", ""Measurements"": ""overall: 5 1/8 in x 3 3/4 in; 13.0175 cm x 9.525 cm""}"
"pad, kilns","pad, kilns",False,"['pad, kiln']","{""Object Name"": ""pad, kiln""}","{""Physical Description"": ""ceramic, earthenware, coarse (overall material)"", ""Measurements"": ""overall: 5/16 in x 1 1/4 in; .8255 cm x 3.175 cm""}"
"paddle, butters","paddle, butters",False,"['paddle, butter']","{""Object Name"": ""paddle, butter""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 2 3/8 in x 5 1/2 in x 9 in; 6.0325 cm x 13.97 cm x 22.86 cm""}"
"paddle, stirrings","paddle, stirrings",False,"['paddle, stirring']","{""Object Name"": ""paddle, stirring""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 5/8 in x 14 1/4 in x 2 1/8 in; 1.5875 cm x 36.195 cm x 5.3975 cm""}"
paddles,paddles,False,['Paddles (watercraft equipment)'],"{""Object Name"": ""paddle""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 1 in x 16 1/4 in x 1 7/8 in; 2.54 cm x 41.275 cm x 4.7625 cm""}"
"page, workbooks","page, workbooks",False,"['page, workbook']","{""Object Name"": ""page, workbook""}","{""Physical Description"": ""ink, iron gall (image material)\nwatercolor (image material)\nwood (frame material)\npaint (frame material)\nglass (glazing material)"", ""Measurements"": ""overall: 17 3/4 in x 14 in x 5/8 in; 45.085 cm x 35.56 cm x 1.5875 cm""}"
"painting, certificates","painting, certificates",False,"['painting, certificate', 'Painting; Pictures; Watercolor; Fraktur']","{""Object Name"": ""painting, certificate"", ""Other Terms"": ""Painting; Pictures; Watercolor; Fraktur""}","{""Physical Description"": ""ink (painting materials)\npaper (painting materials)"", ""Measurements"": ""overall-in frame: 3/8 in x 20 in x 18 in; .9525 cm x 50.8 cm x 45.72 cm\noverall-certificate: 15 1/4 in x 12 3/4 in; 38.735 cm x 32.385 cm\noverall: 32.3 cm x 39.5 cm; 12 23/32 in x 15 9/16 in""}"
"painting, glass transfers","painting, glass transfers",False,"['painting, glass transfer', 'Painting; Reverse on Glass']","{""Object Name"": ""painting, glass transfer"", ""Other Terms"": ""Painting; Reverse on Glass""}","{""Physical Description"": ""ink (image material)\npaper (image material)\npaint, oil (image material)\nglass (image material)\npine (frame material)\ncomposition ornament (frame material)\ngilt (frame material)\ndeal (backboard material)"", ""Measurements"": ""overall: 12 in x 16 in x 7/8 in; 30.48 cm x 40.64 cm x 2.2225 cm""}"
"painting, portraits","painting, portraits",False,"['Painting, Portrait']","{""Object Name"": ""Painting, Portrait""}",
paintings,paintings,False,['Paintings'],"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""30 1/2 x 25 1/4 in. (77.4 x 64.2 cm.)""}"
pamphlets,pamphlets,False,"['Booklets', 'Reliefs (sculpture)', 'Pamphlets']","{""Object Name"": ""Pamphlet\npamphlet\nbooklet"", ""Object Type"": ""relief""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 23 cm x 13.9 cm; 9 1/16 in x 5 1/2 in""}"
"pan, bakings",pans,True,"['Pan, Baking']","{""Object Name"": ""Pan, Baking""}","{""Measurements"": ""overall: 3 5/8 in x 18 3/4 in x 11 3/4 in; 9.2075 cm x 47.625 cm x 29.845 cm\noverall: 3 1/2 in x 18 5/8 in x 11 5/16 in; 8.89 cm x 47.3075 cm x 28.7655 cm""}"
"pan, close stools",pans,True,"['pan, close stool']","{""Object Name"": ""pan, close stool""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 8 1/8 in x 12 in; 20.6375 cm x 30.48 cm\nrim width: 1 3/4 in; 4.445 cm\nbase diameter: 5 5/8 in; 14.2875 cm""}"
"pan, fryings",pans,True,"['pan, frying']","{""Object Name"": ""pan, frying""}","{""Physical Description"": ""iron, wrought (pan, handle material)"", ""Measurements"": ""overall: 6 3/4 in x 27 in x 11 3/8 in; 17.145 cm x 68.58 cm x 28.8925 cm""}"
"panel, printeds",pans,True,"['Panel, Printed']","{""Object Name"": ""Panel, Printed""}","{""Physical Description"": ""cotton (overall material)"", ""Measurements"": ""overall: 77 1/2 in x 24 in; 196.85 cm x 60.96 cm""}"
"panel, religiouses",pans,True,"['Panel, Religious']","{""Object Name"": ""Panel, Religious""}","{""Physical Description"": ""wood (overall material)\ngesso (overall material)\ntempera (overall material)"", ""Measurements"": ""overall: 36 cm x 24 cm x 2 cm; 14 3/16 in x 9 7/16 in x 25/32 in""}"
pans,pans,False,['Pans (containers)'],"{""Object Name"": ""pan""}","{""Physical Description"": ""monochrome, yellow (overall surface decoration color name)\nceramic, earthenware, coarse (overall material)"", ""Measurements"": ""overall: 12 in; x 30.48 cm\noverall: 1 7/8 in x 11 25/32 in; 4.7625 cm x 29.9339 cm""}"
pantographs,pans,True,['Pantograph'],"{""Object Name"": ""Pantograph""}","{""Physical Description"": ""stone (overall material)\nbrass (overall material)\nsteel (overall material)"", ""Measurements"": ""overall: 9.6 cm x 53.5 cm x 14 cm; 3 25/32 in x 21 1/16 in x 5 1/2 in""}"
pap boats,pap boats,False,['pap boat'],"{""Object Name"": ""pap boat""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""overall: 1 1/4 in x 2 3/4 in x 4 7/8 in; 3.175 cm x 6.985 cm x 12.3825 cm""}"
paper currencies,paper currencies,False,['paper currency'],"{""Object Name"": ""paper currency""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 6.9 cm x 8.2 cm; 2 23/32 in x 3 7/32 in""}"
paper moneys,paper moneys,False,['Paper money'],"{""Object Name"": ""Paper Money"", ""Object Type"": ""paper money""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 75 mm x 185 mm; 2 15/16 in x 7 5/16 in""}"
"paperweight, footeds","paperweight, footeds",False,"['paperweight, footed', 'Paperweights']","{""Object Name"": ""paperweight\npaperweight, footed""}","{""Physical Description"": ""glass (overall material)"", ""Measurements"": ""overall: 4 1/16 in x 2 13/16 in; 10.287 cm x 7.112 cm""}"
patent licenses,patent licenses,False,['patent license'],"{""Object Name"": ""patent license""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""2019.0253.1a: 33.6 cm x 21.2 cm x .01 cm; 13 7/32 in x 8 11/32 in x in\n2019.0253.1b: 33.6 cm x 21.2 cm x .01 cm; 13 7/32 in x 8 11/32 in x in""}"
patents,patents,False,['Patent'],"{""Object Name"": ""Patent""}","{""Measurements"": ""overall - from catalog card: 15 3/4 in x 10 1/2 in; 40.005 cm x 26.67 cm\noverall: 16 in x 10 3/4 in; 40.64 cm x 27.305 cm""}"
"pattern book, weaver's","pattern book, weaver's",False,"[""pattern book, weaver's""]","{""Object Name"": ""pattern book, weaver's""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 8 1/4 in x 12 5/8 in; 20.955 cm x 32.0675 cm""}"
"pattern, laces","pattern, laces",False,"['pattern, lace']","{""Object Name"": ""pattern, lace""}","{""Physical Description"": ""linen pastebaord (overall material)"", ""Measurements"": ""overall: 30 3/8 in x 3 1/2 in; 77.1525 cm x 8.89 cm""}"
pay orders,pay orders,False,['pay order'],"{""Object Name"": ""pay order""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 6 3/4 in x 9 in; 17.145 cm x 22.86 cm""}"
pendants,pendants,False,['Pendants (jewelry)'],"{""Object Name"": ""Pendant""}","{""Physical Description"": ""metal, silver (overall material)\nengraved (overall production method/technique)"", ""Measurements"": ""overall: 1 in x 1 1/4 in; 2.54 cm x 3.175 cm""}"
pennants,pennants,False,['Pennants'],"{""Object Name"": ""Pennant""}","{""Physical Description"": ""wood (overall material)""}"
pens,pens,False,['Pens (drawing and writing)'],"{""Object Name"": ""pen""}","{""Physical Description"": ""steel (overall material)"", ""Measurements"": ""overall: .7 cm x 12 cm x .7 cm; 9/32 in x 4 23/32 in x 9/32 in""}"
perfume bottles,perfume bottles,False,"['Perfume Bottle', 'Cosmetics', 'Accessories for the Care of the Person', 'Perfume Bottle; Accessories for Care of the Person']","{""Object Name"": ""Perfume Bottle"", ""Object Type"": ""Cosmetics\nAccessories for the Care of the Person"", ""Other Terms"": ""Perfume Bottle; Accessories for Care of the Person""}","{""Physical Description"": ""glass (overall material)"", ""Measurements"": ""overall: 2 5/8 in x 1 1/8 in x 1/8 in; 6.6675 cm x 2.8575 cm x .3175 cm""}"
periodicals,periodicals,False,['Periodicals'],"{""Type"": ""Periodical""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""Image/Sheet: 35 \u00d7 25.2 cm (13 3/4 \u00d7 9 15/16\"")""}"
pestles,pestles,False,['Pestles'],"{""Object Name"": ""Pestle""}","{""Measurements"": ""overall: 11 in; 27.94 cm""}"
petticoats,petticoats,False,['Petticoats (underskirts)'],"{""Object Name"": ""Petticoat""}","{""Physical Description"": ""wool, silk (overall material)\nplain weave, glazed; quilted (overall production method/technique)"", ""Measurements"": ""overall: 31 in x 113 in; 78.74 cm x 287.02 cm""}"
pharmaceutical measures,pharmaceutical measures,False,['pharmaceutical measure'],"{""Object Name"": ""pharmaceutical measure""}","{""Measurements"": ""overall: 2 1/4 in x 1 1/4 in; 5.715 cm x 3.175 cm\noverall: 2 1/4 in x 1 1/2 in; 5.715 cm x 3.81 cm""}"
"photograph, black and whites",photographs,True,"['Photograph, Black And White']","{""Object Name"": ""Photograph, Black And White""}","{""Measurements"": ""overall: 8 in x 10 in; 20.32 cm x 25.4 cm""}"
photographs,photographs,False,['Photographs'],"{""Object Name"": ""cabinet card""}","{""Measurements"": ""overall: 6 1/2 in x 4 1/4 in; 16.51 cm x 10.795 cm""}"
"photographs, set oves",photographs,True,"['Photographs, Set Of']","{""Object Name"": ""Photographs, Set Of""}","{""Physical Description"": ""alligator skin (overall material)\npaper (overall material)"", ""Measurements"": ""overall: 2.3 cm x 32.3 cm x 24.2 cm; 29/32 in x 12 23/32 in x 9 17/32 in""}"
pianos,pianos,False,['Pianos'],"{""Object Name"": ""piano""}","{""Physical Description"": ""deerskin on wood (hammers material)\nbrass; iron (strings material)\nwood (frame material)\ncherry veneer (case material)""}"
"picture, embroidereds","picture, embroidereds",False,"['picture, embroidered']","{""Object Name"": ""picture, embroidered""}","{""Physical Description"": ""silk (ground material)\nsilk (thread material)\nwood (overall material)"", ""Measurements"": ""overall: 25 in x 32 in; 63.5 cm x 81.28 cm\noverall: 28 in x 34 1/2 in x 1 1/2 in; 71.12 cm x 87.63 cm x 3.81 cm""}"
"picture, mournings","picture, mournings",False,"['picture, mourning']","{""Object Name"": ""picture, mourning""}","{""Physical Description"": ""watercolor (overall material)\npaper (overall material)"", ""Measurements"": ""overall: 41 cm x 56 cm; 16 1/8 in x 22 1/16 in\noverall-in blueboard mount: 5/8 in x 27 in x 19 5/8 in; 1.5875 cm x 68.58 cm x 49.8475 cm""}"
piggins,piggins,False,['piggin'],"{""Object Name"": ""piggin""}","{""Physical Description"": ""softwood (probably cedar) (overall material)\niron (hoops; nails material)"", ""Measurements"": ""overall: 11 3/8 in x 9 3/8 in x 8 3/4 in; 28.8925 cm x 23.8125 cm x 22.225 cm\noverall: 6 3/4 in x 8 5/8 in; 17.145 cm x 21.9075 cm""}"
pillowcases,cases,True,['Pillowcases'],"{""Object Name"": ""Pillowcase, Quilted""}","{""Physical Description"": ""thread, cotton (overall material)\nfabric, cotton (overall material)"", ""Measurements"": ""overall: 24 in x 15 in; 60 cm x 38 cm""}"
"pin, rollings","pin, rollings",False,"['Rolling Pin; Kitchen Utensils', 'pin, rolling']","{""Object Name"": ""pin, rolling"", ""Other Terms"": ""Rolling Pin; Kitchen Utensils""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 19 3/8 in x 3 in; 49.2125 cm x 7.62 cm""}"
pins,pins,False,['Pins'],"{""Object Name"": ""Pins""}","{""Physical Description"": ""metal (overall material)\nred (front color)"", ""Measurements"": ""overall: 1/2 in x 3/4 in x 3/8 in; 1.27 cm x 1.905 cm x .9525 cm""}"
pipes,pipes,False,['pitch pipe'],"{""Object Name"": ""pitch pipe""}","{""Physical Description"": ""wood (overall material)\nivory (overall material)"", ""Measurements"": ""overall: 2 5/16 in x 2 in x 11 1/8 in; 5.87375 cm x 5.08 cm x 28.2575 cm""}"
pistol swords,pistol swords,False,"['Pistol-Sword', 'Pistol-Sword; Flintlock; Muzzle Load; Sa']","{""Object Name"": ""Pistol-Sword"", ""Other Terms"": ""Pistol-Sword; Flintlock; Muzzle Load; Sa""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""overall: 6 1/4 in x 32 in; 15.875 cm x 81.28 cm""}"
pistols,pistols,False,"['Pistols', 'pistol, miquelet lock']","{""Object Name"": ""Pistol\npistol, miquelet lock""}","{""Measurements"": ""overall: 15 3/4 in x 6 3/8 in x 2 1/2 in; 40.005 cm x 16.1925 cm x 6.35 cm""}"
"pitcher, creams",pitchers,True,"['pitcher, cream', 'milk jug']","{""Object Name"": ""pitcher, cream\nmilk jug""}","{""Physical Description"": ""blue (inscription text color)\nmonochrome, blue (overall surface decoration color name)\nceramic, porcelain, soft-paste (overall material)\ngilt (overall production method/technique)"", ""Measurements"": ""overall: 4 1/2 in x 4 1/4 in x 3 3/8 in; 11.43 cm x 10.795 cm x 8.5725 cm""}"
pitchers,pitchers,False,['Pitchers (vessels)'],"{""Object Name"": ""Pitcher""}","{""Physical Description"": ""metal, brass (base, ring material)\nmetal, brass (body material)"", ""Measurements"": ""overall: 5 3/4 in x 3 3/4 in; 14.6304 cm x 9.525 cm""}"
planes,planes,False,"['Plane; Stonecutter/Stone Dresser; Stoneworking; Planing Tools; Hand Tools', 'Planes (tools)']","{""Object Name"": ""Plane"", ""Other Terms"": ""Plane; Stonecutter/Stone Dresser; Stoneworking; Planing Tools; Hand Tools""}","{""Physical Description"": ""wood (overall material)\ncarved and dated 1773 (overall production method/technique)""}"
"plaque, bas relieves","plaque, bas relieves",False,"['Plaque, Bas-Relief']","{""Object Name"": ""Plaque, Bas-Relief""}","{""Physical Description"": ""gesso (overall material)\npaint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 79.4 cm x 45.2 cm x 4.5 cm; 31 1/4 in x 17 25/32 in x 1 25/32 in""}"
plaques,plaques,False,"['Plaques (flat objects)', 'plaq']","{""Object Name"": ""plaq\nplaque""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""overall: 4 in x 7 1/2 in; 10.16 cm x 19.05 cm""}"
plate impression for paper currencies,plate impression for paper currencies,False,['Plate Impression for Paper Currency'],"{""Object Name"": ""Plate Impression for Paper Currency""}","{""Physical Description"": ""paper (overall materials)""}"
"plate, doors","plate, doors",False,"['plate, door']","{""Object Name"": ""plate, door""}","{""Physical Description"": ""brass (overall material)\nenamel (lettering material)"", ""Measurements"": ""overall: 3 1/4 in x 8 1/4 in x 3 5/8 in; 8.255 cm x 20.955 cm x 9.2075 cm""}"
"plate, fire engines","plate, fire engines",False,"['plate, fire engine']","{""Object Name"": ""plate, fire engine""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""overall: 9 1/4 in x 20 1/4 in; 23.495 cm x 51.435 cm""}"
"plate, soups","plate, soups",False,"['plate, soup']","{""Object Name"": ""plate, soup""}","{""Physical Description"": ""polychrome (overall surface decoration color name)\nceramic, porcelain, soft-paste (overall material)\nimari (joint piece style)"", ""Measurements"": ""overall: 1 5/16 in x 7 1/2 in; 3.33375 cm x 19.05 cm""}"
plates,plates,False,['Plate'],"{""Object Name"": ""Plate""}","{""Measurements"": ""overall: 1 1/16 in x 9 1/4 in; 2.69875 cm x 23.495 cm""}"
platters,platters,False,['Platters'],"{""Object Name"": ""platter""}","{""Physical Description"": ""blue (overall color)\nmonochrome, blue (overall surface decoration color name)\nceramic, porcelain, hard-paste (overall material)"", ""Measurements"": ""overall: 11 3/4 in x 18 in; 29.845 cm x 45.72 cm\noverall: 3 3/4 in x 18 in x 11 3/4 in; 9.525 cm x 45.72 cm x 29.845 cm""}"
"plow, careys","plow, careys",False,"['Plow, Carey']","{""Object Name"": ""Plow, Carey""}",
pochettes,pochettes,False,['pochette'],"{""Object Name"": ""pochette""}","{""Physical Description"": ""spruce (overall material)\ngourd (overall material)"", ""Measurements"": ""overall: 3 3/8 in x 17 3/8 in x 3 9/16 in; 8.5725 cm x 44.1325 cm x 9.04875 cm""}"
pocket compass,compasses,True,['pocket compass'],"{""Object Name"": ""pocket compass""}","{""Measurements"": ""overall: 3 5/8 in x 3 5/8 in; 9.2329 cm x 9.2329 cm\noverall: 2.4 cm x 9.3 cm x 9.3 cm; 15/16 in x 3 21/32 in x 3 21/32 in\noverall: 15/16 in x 3 9/16 in x 3 5/8 in; 2.38125 cm x 9.04875 cm x 9.2075 cm""}"
